시군구코드,업종코드,년도,업소일련번호,업종명,신고일자,업소명,영업장면적(㎡),소재지전화번호,영업자시작일,법인명,소재지시작일,행정동명,폐업일자,폐업사유,업태명,위생교육수료일자,객실수,한실수,양실수,의자수,욕실수,발한실,세탁기수,허가(신고)번호,비고,내외국인구분,국적,소재지도로명,소재지지번
cgg_code,snt_cob_code,yy,upso_sno,snt_cob_nm,upso_gsl_ymd,upso_nm,trdp_area,upso_site_telno,bman_stdt,bup_nm,site_stdt,admdng_nm,dcb_ymd,dcb_why,snt_uptae_nm,ed_fin_ymd,gaeksil,hanshil,yangsil,chair_num,yoksil,balhansil_yn,washmc_num,perm_nt_no,rem,kor_frgnr_gbn,ntn,site_addr_rd,site_addr
3030000,211,1996,00006,미용업(일반),19960528,180도 염색.두피.모발 전문점,26.00,0222961283,19970422,,20170630,왕십리도선동,,,일반미용업,,0,0,0,0,0,N,,3030000-211-1996-00006,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/16),내국인,,서울특별시 성동구 왕십리로 410, L동 B270호 (하왕십리동, 센트라스 상가),서울특별시 성동구 하왕십리동  700번지  
3030000,211,1996,00006,미용업(일반),19960528,180도 염색.두피.모발 전문점,34.50,0222961283,19970422,,20170630,왕십리도선동,,,일반미용업,,0,0,0,0,0,N,,3030000-211-1996-00006,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/16),내국인,,서울특별시 성동구 왕십리로 410, L동 B270호 (하왕십리동, 센트라스 상가),서울특별시 성동구 하왕십리동  700번지  
3030000,211,1996,00007,미용업(일반),19960125,상투틀고댕기따고,19.95,0234092771,19981107,,19981107,성수2가제1동,,,일반미용업,,0,0,0,4,0,N,,3030000-211-1996-00007,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/08/14),내국인,,서울특별시 성동구 성수이로 29, (성수동2가),서울특별시 성동구 성수동2가  335번지 71호  
3030000,211,1997,00001,미용업(일반),19970926,헤어임마누엘,45.00,02 4672817,19970929,,20020821,성수1가제1동,,,일반미용업,,0,0,0,7,0,N,,3030000-211-1997-00001,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/12),내국인,,서울특별시 성동구 왕십리로14길 32-3, (성수동1가),서울특별시 성동구 성수동1가  656번지 895호  
3030000,211,1997,00002,미용업(일반),19971208,느낌표 헤어 샵,26.61,02 4675329,20170814,,19971208,성수1가제1동,20190221,개인사정으로,일반미용업,20170813,0,0,0,3,0,N,,3030000-211-1997-00002,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/12),내국인,,서울특별시 성동구 상원길 64, (성수동1가),서울특별시 성동구 성수동1가  13번지 441호  
3030000,211,1997,00003,미용업(일반),19970715,은하미용실,32.59,02 2919514,19970715,,19970715,마장동,,,일반미용업,,0,0,0,4,0,N,,3030000-211-1997-00003,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/16),내국인,,서울특별시 성동구 마장로 271, 상가동 (마장동, 삼성아파트),서울특별시 성동구 마장동  817번지 상가 삼성아파트-204
3030000,211,1997,00004,미용업(일반),19971124,으뜸,19.26,0222817055,19971124,,19971124,금호1가동,,,일반미용업,,0,,,3,,N,,3030000-211-1997-00004,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/10/18),내국인,,서울특별시 성동구 금호로16길 24-1, (금호동1가),서울특별시 성동구 금호동1가  65번지  
3030000,211,1998,00001,미용업(일반),19981015,김미현헤어,25.00,0222812225,20040423,,20110603,금호2.3가동,,,일반미용업,20040624,0,,,3,,N,,3030000-211-1998-00001,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/06/28),내국인,,서울특별시 성동구 금호산2길 9-2, (금호동3가,지상1층),서울특별시 성동구 금호동3가  946번지  지상1층
3030000,211,1998,00002,미용업(일반),19980710,손소영헤어샵,22.03,0222956247,19980710,,19980710,응봉동,,,일반미용업,,0,0,0,3,0,N,,3030000-211-1998-00002,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/02),내국인,,서울특별시 성동구 독서당로62길 22, (응봉동),서울특별시 성동구 응봉동  191번지 13호  
3030000,211,1998,00003,미용업(일반),19981219,수지,41.58,0222473546,19981219,,19981219,용답동,20190626,서울특별시 은평구로 전출처리됨,일반미용업,,0,0,0,4,0,N,,3030000-211-1998-00003,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/11),내국인,,서울특별시 성동구 용답15길 14, (용답동),서울특별시 성동구 용답동  55번지 1호  
3030000,211,1999,00001,미용업(일반),19990610,릴리프 헤어,85.47,0222990445,20051004,,19990610,행당제2동,,,일반미용업,20051028,0,,,6,,N,,3030000-211-1999-00001,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/04),내국인,,서울특별시 성동구 행당로9길 43, 503호 (행당동, 대림리빙프라자),서울특별시 성동구 행당동  347번지  대림리빙프라자 503호
3030000,211,1999,00001,미용업(일반),19990610,릴리프 헤어,85.47,0222990445,20180405,,19990610,행당제2동,,,일반미용업,20051028,0,,,6,,N,,3030000-211-1999-00001,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/04),내국인,,서울특별시 성동구 행당로9길 43, 503호 (행당동, 대림리빙프라자),서울특별시 성동구 행당동  347번지  대림리빙프라자 503호
3030000,211,1999,00002,미용업(일반),19990528,수연미용실,23.70,0222981798,20051103,,20110629,금호2.3가동,,,일반미용업,20051124,0,0,0,3,0,N,,3030000-211-1999-00002,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/29),내국인,,서울특별시 성동구 금호산길 30-1, (금호동3가,지상1층),서울특별시 성동구 금호동3가  1170번지 6호  지상1층
3030000,211,2000,00001,미용업(일반),20000622,케이헤어팜팜,27.00,0222963009,20040616,,20000622,옥수동,,,일반미용업,20040728,0,0,0,0,0,N,,3030000-211-2000-00001,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/06/28),내국인,,서울특별시 성동구 독서당로 177, (옥수동),서울특별시 성동구 옥수동  428번지 10호  
3030000,211,2000,00002,미용업(일반),20000517,고운님헤어크리닉,6.50,02 4973050,20000527,,20000527,성수1가제1동,,,일반미용업,,0,0,0,0,0,N,,3030000-211-2000-00002,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/08),내국인,,서울특별시 성동구 성덕정3길 2, (성수동1가),서울특별시 성동구 성수동1가  96번지 3호  
3030000,211,2000,00003,미용업(일반),20001102,유경헤어라운지,33.00,0222921874,20001102,,20001102,금호1가동,,,일반미용업,,0,0,0,4,0,N,,3030000-211-2000-00003,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/09),내국인,,,서울특별시 성동구 금호동1가  1080번지 0호  벽산apt상가1층 104호
3030000,211,2000,00004,미용업(일반),20000622,여정,33.00,0222955618,20000622,,20000622,행당제2동,,,일반미용업,,0,0,0,0,0,N,0,3030000-211-2000-00004,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/09),내국인,,서울특별시 성동구 행당로 82, 상가동 B층 L33호 (행당동, 행당한진타운),서울특별시 성동구 행당동  346(328)번지 상가 한진아파트-B층 L33
3030000,211,2000,00005,미용업(일반),20000622,이수영미용실,16.50,0222958681,20000808,,20100902,행당제2동,,,일반미용업,,0,0,0,0,0,N,,3030000-211-2000-00005,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/09),내국인,,서울특별시 성동구 왕십리로21길 29, (행당동,지상1층 1호),서울특별시 성동구 행당동  298번지 67호  지상1층 1호
3030000,211,2000,00006,미용업(일반),20000622,기지,18.00,0222461889,20000622,,20000622,용답동,,,일반미용업,,0,0,0,0,0,N,,3030000-211-2000-00006,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/11),내국인,,서울특별시 성동구 용답19길 1, (용답동),서울특별시 성동구 용답동  51번지 9호  
3030000,211,2000,00007,미용업(일반),20000622,김 헤어라인,18.00,0222170940,20000622,,20190326,용답동,,,일반미용업,,0,0,0,0,0,N,,3030000-211-2000-00007,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/11),내국인,,서울특별시 성동구 용답25길 16, 1층 (용답동),서울특별시 성동구 용답동  42번지 31호  
3030000,211,2000,00007,미용업(일반),20000622,김미용실,18.00,0222170940,20000622,,20190326,용답동,,,일반미용업,,0,0,0,0,0,N,,3030000-211-2000-00007,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/11),내국인,,서울특별시 성동구 용답25길 16, 1층 (용답동),서울특별시 성동구 용답동  42번지 31호  
3030000,211,2000,00007,미용업(일반),20000622,김 헤어라인,18.00,0222170940,20000622,,20000622,용답동,,,일반미용업,,0,0,0,0,0,N,,3030000-211-2000-00007,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/11),내국인,,서울특별시 성동구 용답5길 8-1, (용답동),서울특별시 성동구 용답동  144번지 1호  
3030000,211,2000,00007,미용업(일반),20000622,김미용실,18.00,0222170940,20000622,,20000622,용답동,,,일반미용업,,0,0,0,0,0,N,,3030000-211-2000-00007,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/11),내국인,,서울특별시 성동구 용답5길 8-1, (용답동),서울특별시 성동구 용답동  144번지 1호  
3030000,211,2000,00008,미용업(일반),20000622,헤어까미,19.95,0222995046,20100115,,20080508,마장동,20170809,계약만료,일반미용업,20100325,0,0,0,3,0,N,0,3030000-211-2000-00008,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/11),내국인,,서울특별시 성동구 살곶이2길 57, (마장동,1층),서울특별시 성동구 마장동  360번지 18호  1층
3030000,211,2000,00009,미용업(일반),20000812,강경민혜어,33.00,0222814246,20000821,,20000821,마장동,,,일반미용업,,0,0,0,0,0,N,,3030000-211-2000-00009,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/16),내국인,,서울특별시 성동구 마조로 59, (마장동),서울특별시 성동구 마장동  336번지 7호  
3030000,211,2000,00010,미용업(일반),20001102,킴스헤어클럽,18.36,0222333395,20001102,,20100209,금호2.3가동,,,일반미용업,,0,0,0,2,0,N,0,3030000-211-2000-00010,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/22),내국인,,서울특별시 성동구 무수막길 87-3, 1층 (금호동2가),서울특별시 성동구 금호동2가  469번지  지상1층
3030000,211,2000,00011,미용업(일반),20000622,반헤어,48.00,0222948353,20131216,,20000808,행당제1동,,,일반미용업,,0,0,0,0,0,N,,3030000-211-2000-00011,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/12/17)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/22),내국인,,서울특별시 성동구 고산자로 207, (행당동),서울특별시 성동구 행당동  318번지 36호  
3030000,211,2000,00012,미용업(일반),20001211,극동미용실,37.02,0222968789,20050428,,20010202,옥수동,20170913,건강상,일반미용업,20050602,0,0,0,0,0,N,,3030000-211-2000-00012,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/08/02),내국인,,서울특별시 성동구 독서당로 191, 상가동 223호 (옥수동, 옥수극동아파트),서울특별시 성동구 옥수동  428번지 0호  극동아파트상가 223호
3030000,211,2000,00013,미용업(일반),20000812,신명기미용실,19.80,0222520259,20000821,,20110704,금호2.3가동,,,일반미용업,,0,0,0,0,0,N,,3030000-211-2000-00013,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/10/28),내국인,,서울특별시 성동구 금호산길 63, (금호동2가,외1필지 지상1층),서울특별시 성동구 금호동2가  434번지 1호  외1필지 지상1층
3030000,211,2001,00001,미용업(일반),20010131,헤쉬헤어(HESHE),33.54,0222959134,20010203,,20160628,금호2.3가동,,,일반미용업,,0,0,0,3,0,N,,3030000-211-2001-00001,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/06/26),내국인,,서울특별시 성동구 금호로 173, 상가동 1층 8호 (금호동2가, 신금호파크자이),서울특별시 성동구 금호동2가  200번지  
3030000,211,2001,00002,미용업(일반),20010905,아까르마,24.70,0222531502,20010905,,20100222,금호2.3가동,,,일반미용업,,0,0,0,2,0,N,0,3030000-211-2001-00002,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/06/27),내국인,,서울특별시 성동구 무수막길 13-1, (금호동3가,지상1층),서울특별시 성동구 금호동3가  128번지  지상1층
3030000,211,2001,00003,미용업(일반),20011004,컷트클럽,36.00,0222522205,20011004,,20011004,금호2.3가동,,,일반미용업,,0,0,0,0,0,N,,3030000-211-2001-00003,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/06/28),내국인,,서울특별시 성동구 장터길 9, (금호동3가),서울특별시 성동구 금호동3가  1396번지  
3030000,211,2001,00004,미용업(일반),20010131,헤어보그,33.00,0222986680,20010203,,20010203,옥수동,,,일반미용업,,0,,,4,,N,,3030000-211-2001-00004,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/06/28),내국인,,서울특별시 성동구 한림말3길 22-1, (옥수동),서울특별시 성동구 옥수동  296번지 2호  
3030000,211,2001,00006,미용업(일반),20011010,압구정헤어,73.80,0222955308,20100201,,20050322,금호4가동,,,일반미용업,20100325,0,0,0,0,0,N,,3030000-211-2001-00006,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/02),내국인,,서울특별시 성동구 장터길 20, (금호동4가,2층),서울특별시 성동구 금호동4가  1386번지  2층
3030000,211,2001,00007,미용업(일반),20010903,임마누엘,16.50,02 4685843,20010904,,20010904,성수1가제1동,,,일반미용업,,0,0,0,0,0,N,,3030000-211-2001-00007,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/02),내국인,,서울특별시 성동구 왕십리로6길 16, (성수동1가),서울특별시 성동구 성수동1가  656번지 621호  
3030000,211,2001,00008,미용업(일반),20010201,가위소리,24.75,0222987326,20060509,,20010303,금호1가동,,,일반미용업,20060929,0,0,0,3,0,N,,3030000-211-2001-00008,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/09),내국인,,서울특별시 성동구 금호로 102, 6층 (금호동1가),서울특별시 성동구 금호동1가  633번지 0호  벽산하이피아상가 6층 605-1
3030000,211,2001,00009,미용업(일반),20010131,쥬쥬미용실,16.00,0222463959,20010203,,20010203,용답동,20160111,기타(다리수술),일반미용업,,0,0,0,2,0,N,,3030000-211-2001-00009,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/11),내국인,,서울특별시 성동구 용답중앙길 80, (용답동),서울특별시 성동구 용답동  44번지 5호  
3030000,211,2001,00010,미용업(일반),20010611,유진희헤어포인트,19.80,0222994655,20010612,,20010612,왕십리도선동,,,일반미용업,,0,0,0,4,0,N,,3030000-211-2001-00010,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/11),내국인,,서울특별시 성동구 왕십리로24길 27, (도선동),서울특별시 성동구 도선동  167번지 0호  
3030000,211,2001,00011,미용업(일반),20010131,장미용실,16.50,0222935340,20010131,,20150410,행당제1동,,,일반미용업,,0,,,3,,N,,3030000-211-2001-00011,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/11),내국인,,서울특별시 성동구 고산자로6가길 22, 지상1층 (행당동),서울특별시 성동구 행당동  117번지 33호  
3030000,211,2001,00012,미용업(일반),20010611,여진헤어샵,13.20,0222953802,20040213,,20090612,왕십리도선동,20171127,귀농,일반미용업,20040422,0,0,0,3,0,N,,3030000-211-2001-00012,동대문구 제2001-5-31호(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/12),내국인,,서울특별시 성동구 마장로23길 2-1, (홍익동,지상1층),서울특별시 성동구 홍익동  107번지  지상1층
3030000,211,2001,00013,미용업(일반),20010611,소리헤어샵,24.75,02 4615443,20150202,,20010612,송정동,,,일반미용업,,0,0,0,4,0,N,,3030000-211-2001-00013,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/12),내국인,,서울특별시 성동구 광나루로11길 3-1, (송정동),서울특별시 성동구 송정동  66번지 24호  
3030000,211,2001,00014,미용업(일반),20011123,아랑헤어모드,66.00,0222936030,20011123,,20011123,마장동,,,일반미용업,,0,0,0,0,0,N,,3030000-211-2001-00014,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/16),내국인,,서울특별시 성동구 마장로 299, (마장동),서울특별시 성동구 마장동  772번지 3호  
3030000,211,2001,00015,미용업(일반),20010611,봉숭아헤어,12.60,0222984403,20010612,,20100806,행당제2동,20150529,폐업,일반미용업,,0,0,0,3,0,N,,3030000-211-2001-00015,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/29),내국인,,서울특별시 성동구 행당로 87, 309호 (행당동),서울특별시 성동구 행당동  347번지  대림리빙프라자-309
3030000,211,2001,00017,미용업(일반),20010903,옥수미용실,24.32,0222814207,20050729,,20110608,금호2.3가동,,,일반미용업,20050629,0,0,0,3,0,N,0,3030000-211-2001-00017,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/08/02),내국인,,서울특별시 성동구 금호산2길 32, (금호동3가,(지상1층)),서울특별시 성동구 금호동3가  308번지  (지상1층)
3030000,211,2001,00018,미용업(일반),20010326,리안헤어,101.83,0234092752,20010410,,20171204,성수2가제1동,,,일반미용업,,0,0,0,3,0,N,,3030000-211-2001-00018,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/08/14),내국인,,서울특별시 성동구 연무장11길 10, 1층 (성수동2가, 우리큐브),서울특별시 성동구 성수동2가  273번지 61호  우리큐브
3030000,211,2001,00019,미용업(일반),20011123,라라헤어클럽,49.50,0222946977,20011123,,20011123,금호1가동,,,일반미용업,,0,0,0,0,0,N,,3030000-211-2001-00019,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/08/23),내국인,,,서울특별시 성동구 금호동1가  1080번지  벽산하이피아 상가 6층 601-1호
3030000,211,2001,00020,미용업(일반),20010113,블루클럽,17.98,0222972854,20150106,,20010202,행당제2동,,,일반미용업,,0,0,0,0,0,N,,3030000-211-2001-00020,,내국인,,서울특별시 성동구 행당로 76, 107호 (행당동, 한진노변상가),서울특별시 성동구 행당동  346번지  한진노변상가-107
3030000,211,2002,00001,미용업(일반),20020218,김하영뷰티,42.70,,20120220,,20041011,왕십리제2동,,,일반미용업,,0,0,0,0,0,N,0,3030000-211-2002-00001,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2010/10/26),내국인,,서울특별시 성동구 무학봉길 68, (하왕십리동),서울특별시 성동구 하왕십리동  979번지 1호  
3030000,211,2002,00002,미용업(일반),20020403,수주머리나라,21.16,02 4663882,20020403,,20150908,송정동,,,일반미용업,,0,0,0,0,0,N,,3030000-211-2002-00002,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/06/26),내국인,,서울특별시 성동구 광나루로11길 9-1, 지1층 (송정동),서울특별시 성동구 송정동  66번지 85호  
3030000,211,2002,00003,미용업(일반),20020813,박유진헤어샵,19.80,0222982974,20040826,,20050426,옥수동,,,일반미용업,20040922,0,0,0,0,0,N,,3030000-211-2002-00003,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/06/28),내국인,,서울특별시 성동구 독서당로40길 25, (옥수동,현대(아)상가 106호),서울특별시 성동구 옥수동  4번지  현대(아)상가 106호
3030000,211,2002,00004,미용업(일반),20020912,머리꾼이오시,33.00,0222322530,20020912,,20020912,금호2.3가동,20180809,도로확장으로 인한 폐업,일반미용업,,0,0,0,3,0,N,,3030000-211-2002-00004,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/02),내국인,,서울특별시 성동구 금호로 155, 2층 (금호동2가),서울특별시 성동구 금호동2가  222번지 2호  (2층)
3030000,211,2002,00005,미용업(일반),20020521,대림헤어모드,23.10,0222950177,20080602,,20020521,행당제2동,,,일반미용업,20080627,0,0,0,0,0,N,,3030000-211-2002-00005,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/02),내국인,,서울특별시 성동구 행당로 87, 203호 (행당동),서울특별시 성동구 행당동  347번지  리빙상가 203호
3030000,211,2002,00006,미용업(일반),20020410,킴스헤어,13.20,0222922725,20020410,,20020410,행당제1동,20131021,경기불황,일반미용업,,0,0,0,0,0,N,,3030000-211-2002-00006,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/02),내국인,,,서울특별시 성동구 행당동  130번지 56호  
3030000,211,2002,00007,미용업(일반),20020128,현대헤어칼라,23.00,02 4616172,20020128,,20020128,성수1가제1동,,,일반미용업,20120508,0,0,0,0,0,N,,3030000-211-2002-00007,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/04),내국인,,서울특별시 성동구 성덕정3길 3, (성수동1가),서울특별시 성동구 성수동1가  100번지 1호  
3030000,211,2002,00008,미용업(일반),20021203,헤어짱,59.40,02 4997072,20060901,,20021203,성수1가제1동,,,일반미용업,20120508,0,0,0,4,0,N,,3030000-211-2002-00008,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/04),내국인,,서울특별시 성동구 성덕정길 36-1, (성수동1가),서울특별시 성동구 성수동1가  175번지 3호  
3030000,211,2002,00009,미용업(일반),20020912,유경희미용실,24.00,0222941938,20020912,,20020912,응봉동,,,일반미용업,,0,0,0,3,0,N,,3030000-211-2002-00009,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/09),내국인,,서울특별시 성동구 독서당로59나길 24, (응봉동),서울특별시 성동구 응봉동  265번지 32호  
3030000,211,2002,00010,미용업(일반),20020813,가위소리,16.50,0222925367,20020813,,20020813,행당제2동,,,일반미용업,,0,0,0,0,0,N,,3030000-211-2002-00010,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/09),내국인,,서울특별시 성동구 왕십리로21길 41-1, (행당동),서울특별시 성동구 행당동  306번지 1호  
3030000,211,2002,00011,미용업(일반),20020823,블루클럽(답십리점),30.00,0222496260,20020823,,20020823,용답동,,,일반미용업,,0,0,0,0,0,N,,3030000-211-2002-00011,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/11),내국인,,서울특별시 성동구 용답중앙15길 15-2, (용답동),서울특별시 성동구 용답동  61번지 3호  
3030000,211,2002,00012,미용업(일반),20020520,W헤어by채민(왕십리점),50.00,0222822362,20150225,,20020520,왕십리도선동,20151230,사업부진,일반미용업,,0,,,,,N,,3030000-211-2002-00012,장기미수령(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/11),내국인,,서울특별시 성동구 왕십리로 352-1, (도선동),서울특별시 성동구 도선동  352번지  
3030000,211,2002,00013,미용업(일반),20020410,필헤어샵,33.00,0222498022,20070912,,20020410,용답동,20150403,건강이상,일반미용업,20071102,0,0,0,0,0,N,,3030000-211-2002-00013,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/15),내국인,,서울특별시 성동구 용답25길 16, (용답동),서울특별시 성동구 용답동  42번지 31호  
3030000,211,2002,00014,미용업(일반),20020218,명화헤어저널,33.00,0222963446,20090209,,20020218,행당제1동,,,일반미용업,,0,0,0,0,0,N,,3030000-211-2002-00014,(업종변경:미용업에서 미용업(종합) 으로 변경됨:2008/10/28)(업종변경:미용업(종합)에서 미용업(일반) 으로 변경됨:2013/07/16),내국인,,서울특별시 성동구 마조로 35, (행당동),서울특별시 성동구 행당동  3번지 20호  
